dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_svo,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
ba_preferred,物理状态改变,1,那个苹果坏了，我,把它扔了,扔了它,ba,未运行,4.231346130371094,1.4104487895965576,2.6550629138946533,2.0348474741787945,3.0,3.0,6.1399126052856445,2.046637535095215,4.155062675476074,2.9526738223790785,3.0,3.0,14.61064338684082,7.30532169342041,11.723726272583008,10.53935137919619,3.0,2.0,15.204224586486816,7.602112293243408,10.404438018798828,10.96752970574329,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,2,这杯牛奶太凉了，弟弟刚才,把它加热了,加热了它,ba,未运行,6.127331733703613,2.0424439907073975,2.126430034637451,2.9466238166870267,3.0,3.0,10.535382270812988,3.511794090270996,9.00143051147461,5.0664479186571345,3.0,3.0,15.762887954711914,7.881443977355957,11.903413772583008,11.370520141175627,3.0,2.0,20.15552520751953,10.077762603759766,11.657732009887695,14.539138131700462,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,3,衬衫上有一块咖啡渍，我昨天,把它洗干净了,洗干净了它,ba,未运行,7.087912082672119,2.362637519836426,3.1111459732055664,3.4085654332862116,3.0,3.0,11.93648624420166,3.9788289070129395,6.986145973205566,5.740236732693223,3.0,3.0,17.980512619018555,8.990256309509277,15.778413772583008,12.970198194049749,3.0,2.0,20.05632781982422,10.02816390991211,11.639254570007324,14.467582342051879,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,4,这块蛋糕太甜了，但我还是,把它吃完了,吃完了它,ba,未运行,3.7563118934631348,1.2521040439605713,2.835240364074707,1.806404294898933,3.0,3.0,5.605093479156494,1.8683645725250244,2.210240364074707,2.695480303354481,3.0,3.0,12.47990608215332,6.23995304107666,8.090913772583008,9.002349307741303,3.0,2.0,17.982629776000977,8.991314888000488,8.96529483795166,12.97172539998941,3.0,2.0,正确_把字句,错误_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,5,刚才有一只蚊子，我一巴掌,把它打死了,打死了它,ba,未运行,6.262357711791992,2.0874526500701904,3.5611085891723633,3.0115575863467887,3.0,3.0,5.958574295043945,1.9861915111541748,1.8111087083816528,2.865468643397884,3.0,3.0,11.938146591186523,5.969073295593262,7.028414249420166,8.61155244225514,3.0,2.0,22.27748680114746,11.13874340057373,15.183801651000977,16.06980986574239,3.0,2.0,错误_SVO,错误_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,6,桌子上的那张废纸，我,把它撕了,撕了它,ba,未运行,7.749431610107422,2.583143949508667,3.373098373413086,3.726688965858485,3.0,3.0,9.540560722351074,3.1801869869232178,6.123098373413086,4.588039995133741,3.0,3.0,17.177637100219727,8.588818550109863,13.551851272583008,12.391045929338636,3.0,2.0,17.508193969726562,8.754096984863281,11.300069808959961,12.629492307523284,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,7,这个旧手机没用了，我准备,把它卖了,卖了它,ba,未运行,5.770308494567871,1.923436164855957,1.7076921463012695,2.774931816504176,3.0,3.0,6.655407428741455,2.2184691429138184,3.7076921463012695,3.200574430846955,3.0,3.0,13.476229667663574,6.738114833831787,11.887788772583008,9.721044855709481,3.0,2.0,17.660354614257812,8.830177307128906,10.156787872314453,12.739253011165134,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,8,这封信是写给你的，我,把它拆开了,拆开了它,ba,未运行,13.355664253234863,4.451888084411621,5.482269287109375,6.422716861973313,3.0,3.0,15.903165817260742,5.301055431365967,11.951019287109375,7.647806382309185,3.0,3.0,14.544023513793945,7.272011756896973,9.606538772583008,10.491295298961502,3.0,2.0,20.26174545288086,10.13087272644043,14.069089889526367,14.61575984231286,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,9,那个花瓶快掉下来了，幸好我,把它抓住了,抓住了它,ba,未运行,4.560403823852539,1.520134687423706,2.296910047531128,2.1930907750294755,3.0,3.0,2.419018268585205,0.80633944272995,2.171910047531128,1.163301915299669,3.0,3.0,11.62090015411377,5.810450077056885,9.809663772583008,8.382707511502863,3.0,2.0,17.282930374145508,8.641465187072754,11.201733589172363,12.46699897140448,3.0,2.0,错误_SVO,错误_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,10,这首曲子太吵了，我,把它关了,关了它,ba,未运行,8.962348937988281,2.9874496459960938,5.538222312927246,4.309978789184054,3.0,3.0,9.590544700622559,3.1968483924865723,6.038222312927246,4.612077322314232,3.0,3.0,15.581631660461426,7.790815830230713,11.973726272583008,11.239771362753082,3.0,2.0,20.422203063964844,10.211101531982422,13.887718200683594,14.731505542204738,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
ba_preferred,物理状态改变,11,我的旧电脑太慢了，昨天我,把它换了,换了它,ba,未运行,7.173402309417725,3.5867011547088623,2.6929173469543457,5.174515969049194,2.0,2.0,9.440658569335938,4.720329284667969,4.317917346954346,6.809995650353427,2.0,2.0,16.590913772583008,16.590913772583008,16.590913772583008,23.93562902352191,2.0,1.0,9.352861404418945,9.352861404418945,9.352861404418945,13.493326766276999,2.0,1.0,正确_把字句,正确_把字句,SVO,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
