dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_svo,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
ba_preferred,物理状态改变,1,那个苹果坏了，我,把它扔了,扔了它,ba,未运行,9.526249885559082,2.3815624713897705,4.753655433654785,3.435868367041286,4.0,4.0,10.678142547607422,2.6695356369018555,4.753655433654785,3.8513258248346673,4.0,4.0,31.504920959472656,7.876230239868164,4.776407241821289,11.362998307957492,4.0,4.0,30.91777801513672,7.72944450378418,4.776407241821289,11.15123125443589,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,2,这杯牛奶太凉了，弟弟刚才,把它加热了,加热了它,ba,未运行,17.825101852416992,4.456275463104248,6.975100040435791,6.429046511455668,4.0,4.0,19.98104476928711,4.995261192321777,6.975100040435791,7.206638550107719,4.0,4.0,36.96818542480469,9.242046356201172,4.762373924255371,13.333454445757345,4.0,4.0,34.923526763916016,8.730881690979004,4.762373924255371,12.595999718163656,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,3,衬衫上有一块咖啡渍，我昨天,把它洗干净了,洗干净了它,ba,未运行,16.560394287109375,4.140098571777344,7.387023448944092,5.972899678294654,4.0,4.0,18.49707794189453,4.624269485473633,7.387023448944092,6.6714106544269685,4.0,4.0,36.29426574707031,9.073566436767578,4.762373924255371,13.090389301501128,4.0,4.0,33.435707092285156,8.358926773071289,4.762373924255371,12.059382202663935,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,4,这块蛋糕太甜了，但我还是,把它吃完了,吃完了它,ba,未运行,12.696041107177734,3.1740102767944336,7.084853172302246,4.579128886061936,4.0,4.0,13.319005966186523,3.329751491546631,7.084853172302246,4.803815964246954,4.0,4.0,34.764442443847656,8.691110610961914,4.762373924255371,12.538622178252202,4.0,4.0,37.19300842285156,9.29825210571289,4.762373924255371,13.414542201847349,4.0,4.0,正确_把字句,错误_SVO,把字句,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,5,刚才有一只蚊子，我一巴掌,把它打死了,打死了它,ba,未运行,13.193592071533203,3.298398017883301,7.985352516174316,4.758582463278224,4.0,4.0,14.02218246459961,3.5055456161499023,7.985352516174316,5.05743327602951,4.0,4.0,33.860260009765625,8.465065002441406,4.762373924255371,12.212507299824939,4.0,4.0,38.15241241455078,9.538103103637695,4.762373924255371,13.760574047105735,4.0,4.0,正确_把字句,错误_SVO,把字句,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,6,桌子上的那张废纸，我,把它撕了,撕了它,ba,未运行,15.894926071166992,3.973731517791748,6.427103042602539,5.732882754542329,4.0,4.0,18.320831298828125,4.580207824707031,6.427103042602539,6.607843114945661,4.0,4.0,33.94557189941406,8.486392974853516,4.762373924255371,12.243277059856105,4.0,4.0,31.642292022705078,7.9105730056762695,4.762373924255371,11.412544445879256,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,7,这个旧手机没用了，我准备,把它卖了,卖了它,ba,未运行,11.426337242126465,3.808779239654541,5.408540725708008,5.494906920890443,3.0,3.0,12.248579025268555,4.082859992980957,5.408540725708008,5.890321864517575,3.0,3.0,33.044334411621094,11.014778137207031,4.776407241821289,15.890965795040758,3.0,3.0,27.972644805908203,9.324214935302734,4.776407241821289,13.451998647344062,3.0,3.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,8,这封信是写给你的，我,把它拆开了,拆开了它,ba,未运行,21.45224380493164,5.36306095123291,6.047611236572266,7.737261438328966,4.0,4.0,21.411468505859375,5.352867126464844,6.047611236572266,7.722554857888386,4.0,4.0,32.196250915527344,8.049062728881836,4.776407241821289,11.612342882762013,4.0,4.0,37.06988525390625,9.267471313476562,4.776407241821289,13.370134905533366,4.0,4.0,错误_SVO,错误_SVO,把字句,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,9,那个花瓶快掉下来了，幸好我,把它抓住了,抓住了它,ba,未运行,12.47813892364502,4.159379959106445,6.17342472076416,6.000716840175809,3.0,3.0,11.415912628173828,3.8053042888641357,6.17342472076416,5.489893626617793,3.0,3.0,35.88751220703125,11.962504386901855,4.762373924255371,17.258245755595777,3.0,3.0,28.360151290893555,9.453384399414062,4.762373924255371,13.63835079265176,3.0,3.0,错误_SVO,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,10,这首曲子太吵了，我,把它关了,关了它,ba,未运行,14.89884090423584,3.72471022605896,7.068763732910156,5.373620971883671,4.0,4.0,17.249046325683594,4.312261581420898,7.068763732910156,6.221278398531929,4.0,4.0,29.98520278930664,7.49630069732666,4.762373924255371,10.814875841045652,4.0,4.0,34.080745697021484,8.520186424255371,4.762373924255371,12.292030701722695,4.0,4.0,正确_把字句,错误_SVO,把字句,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,11,我的旧电脑太慢了，昨天我,把它换了,换了它,ba,未运行,14.274538040161133,4.758179664611816,6.244183540344238,6.864602205794179,3.0,3.0,16.344133377075195,5.448044776916504,6.244183540344238,7.859867182198459,3.0,3.0,32.40313720703125,10.801046371459961,4.762373924255371,15.582616036517019,3.0,3.0,31.088035583496094,10.362678527832031,4.762373924255371,14.950184922429816,3.0,3.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,12,汤里掉进了一只苍蝇，我只能,把它倒了,倒了它,ba,未运行,17.454578399658203,5.818192958831787,6.667435646057129,8.393878128641704,3.0,3.0,20.366878509521484,6.788959503173828,6.667435646057129,9.794398208024884,3.0,3.0,34.46563720703125,11.488546371459961,4.762373924255371,16.57446887712818,3.0,3.0,29.123775482177734,9.707925796508789,4.762373924255371,14.005576403941271,3.0,3.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
ba_preferred,物理状态改变,13,这张照片拍得不好看，我,把它删了,删了它,ba,未运行,13.268571853637695,3.317142963409424,5.566799640655518,4.7856257032304965,4.0,4.0,16.53183937072754,4.132959842681885,5.566799640655518,5.962600669230386,4.0,4.0,30.50628089904785,7.626570224761963,4.762373924255371,11.002815042255511,4.0,4.0,28.703487396240234,7.175871849060059,4.762373924255371,10.352594730693664,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-6B-Base,01-ai/Yi-1.5-6B
