dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_svo,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
ba_preferred,物理状态改变,1,那个苹果坏了，我,把它扔了,扔了它,ba,未运行,8.809877395629883,2.2024693489074707,4.803426742553711,3.177491607378752,4.0,4.0,10.320584297180176,2.580146074295044,4.803426742553711,3.7223639461545868,4.0,4.0,26.42927360534668,6.60731840133667,7.036717891693115,9.532345491182808,4.0,4.0,28.093215942382812,7.023303985595703,7.036717891693115,10.132485830674613,4.0,4.0,正确_把字句,错误_SVO,把字句,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,2,这杯牛奶太凉了，弟弟刚才,把它加热了,加热了它,ba,未运行,17.33458137512207,4.333645343780518,6.819192886352539,6.2521286464437,4.0,4.0,19.367691040039062,4.841922760009766,6.819192886352539,6.985417954233491,4.0,4.0,32.72431182861328,8.18107795715332,7.036717891693115,11.802800597911107,4.0,4.0,34.98386001586914,8.745965003967285,7.036717891693115,12.617760339012026,4.0,4.0,正确_把字句,错误_SVO,把字句,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,3,衬衫上有一块咖啡渍，我昨天,把它洗干净了,洗干净了它,ba,未运行,15.220087051391602,3.8050217628479004,7.5073957443237305,5.489486027735247,4.0,4.0,20.158836364746094,5.039709091186523,7.5073957443237305,7.270763313377822,4.0,4.0,31.485811233520508,7.871452808380127,7.036717891693115,11.356105931241514,4.0,4.0,33.7175407409668,8.4293851852417,7.036717891693115,12.161032204491097,4.0,4.0,正确_把字句,错误_SVO,把字句,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,4,这块蛋糕太甜了，但我还是,把它吃完了,吃完了它,ba,未运行,14.070464134216309,3.517616033554077,7.885708808898926,5.074847207359973,4.0,4.0,15.067609786987305,3.766902446746826,7.885708808898926,5.434491479434149,4.0,4.0,28.055086135864258,7.0137715339660645,7.036717891693115,10.118733409981019,4.0,4.0,29.689205169677734,7.422301292419434,7.036717891693115,10.708117266557261,4.0,4.0,正确_把字句,错误_SVO,把字句,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,5,刚才有一只蚊子，我一巴掌,把它打死了,打死了它,ba,未运行,12.64736270904541,3.1618406772613525,8.193639755249023,4.561571865165955,4.0,4.0,15.426534652709961,3.8566336631774902,8.193639755249023,5.563946260391602,4.0,4.0,30.753461837768555,7.688365459442139,7.036717891693115,11.09196672087917,4.0,4.0,30.348270416259766,7.587067604064941,7.036717891693115,10.9458248072738,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,6,桌子上的那张废纸，我,把它撕了,撕了它,ba,未运行,17.24188232421875,4.3104705810546875,8.374984741210938,6.218694531185366,4.0,4.0,18.635509490966797,4.658877372741699,8.374984741210938,6.721339281764252,4.0,4.0,30.503902435302734,7.625975608825684,7.036717891693115,11.001957192793007,4.0,4.0,28.95232391357422,7.238080978393555,7.036717891693115,10.442343533081118,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,7,这个旧手机没用了，我准备,把它卖了,卖了它,ba,未运行,11.631120681762695,3.877040386199951,6.707775592803955,5.593386938496901,3.0,3.0,12.387983322143555,4.129327774047852,6.707775592803955,5.957360701823898,3.0,3.0,28.855365753173828,9.61845588684082,7.036717891693115,13.876498608954508,3.0,3.0,27.76742172241211,9.255807876586914,7.036717891693115,13.353308122972948,3.0,3.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,8,这封信是写给你的，我,把它拆开了,拆开了它,ba,未运行,20.201324462890625,5.050331115722656,6.5924882888793945,7.286087655500302,4.0,4.0,19.582683563232422,4.8956708908081055,6.5924882888793945,7.062960115993308,4.0,4.0,28.005647659301758,7.0014119148254395,7.036717891693115,10.100902248739564,4.0,4.0,31.191452026367188,7.797863006591797,7.036717891693115,11.249938289141488,4.0,4.0,错误_SVO,错误_SVO,把字句,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,9,那个花瓶快掉下来了，幸好我,把它抓住了,抓住了它,ba,未运行,12.208423614501953,4.069474697113037,5.935146331787109,5.871010964548096,3.0,3.0,9.939902305603027,3.313300848007202,5.935146331787109,4.780082702393188,3.0,3.0,31.355365753173828,10.451788902282715,7.036717891693115,15.078744017741576,3.0,3.0,27.873306274414062,9.291102409362793,7.036717891693115,13.404227370379202,3.0,3.0,错误_SVO,错误_SVO,SVO,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
ba_preferred,物理状态改变,10,这首曲子太吵了，我,把它关了,关了它,ba,未运行,13.746173858642578,3.4365434646606445,6.348748683929443,4.957884214265289,4.0,4.0,15.015886306762695,3.753971576690674,6.348748683929443,5.4158361773297585,4.0,4.0,27.38448715209961,6.846121788024902,7.036717891693115,9.87686595290541,4.0,4.0,26.28815460205078,6.572038650512695,7.036717891693115,9.481447569625262,4.0,4.0,正确_把字句,错误_SVO,SVO,是,Yi-1.5-9B-Base,01-ai/Yi-1.5-9B
