dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_ba,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
svo_preferred,习惯性动作与泛指,1,弟弟非常喜欢运动，每天下午都去操场,把足球踢了,踢足球,svo,未运行,22.944686889648438,5.736171722412109,11.013083457946777,8.275546497611455,4.0,4.0,1.3347954750061035,0.6673977375030518,0.8880831599235535,0.9628514061961669,2.0,2.0,31.603322982788086,7.9008307456970215,13.661454200744629,11.398489335720145,4.0,4.0,16.893613815307617,8.446806907653809,15.161454200744629,12.186166437018791,2.0,2.0,正确_SVO,正确_SVO,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,2,老板每天到办公室以后，都会先在桌子前,把咖啡喝了,喝咖啡,svo,未运行,22.034931182861328,7.344977378845215,4.701257705688477,10.596562439901609,3.0,3.0,8.808944702148438,4.404472351074219,5.763757705688477,6.354310418627329,2.0,2.0,34.09095764160156,11.363653182983398,13.661454200744629,16.394286093472235,3.0,3.0,19.75676727294922,9.87838363647461,14.473954200744629,14.251495084340604,2.0,2.0,正确_SVO,错误_把字句,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,3,她很喜欢阅读，她回家的第一件事就是坐在沙发上,把书看了,看书,svo,未运行,15.788010597229004,5.262670516967773,6.749936103820801,7.592428656661965,3.0,3.0,2.8124358654022217,2.8124358654022217,2.8124358654022217,4.0574872758340454,1.0,1.0,27.384790420532227,9.128263473510742,13.660429954528809,13.169300445161811,3.0,3.0,18.535430908203125,18.535430908203125,18.535430908203125,26.740974252004666,1.0,1.0,正确_SVO,正确_SVO,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,4,每天中午十二点，工厂的工人们都会准时去食堂,把午饭吃了,吃午饭,svo,未运行,18.81583595275879,6.271945476531982,8.670157432556152,9.048504635718658,3.0,3.0,3.352851629257202,1.676425814628601,2.4201579093933105,2.4185712091829235,2.0,2.0,30.96173095703125,10.320577621459961,13.661454200744629,14.8894461535899,3.0,3.0,21.276321411132812,10.638160705566406,14.130204200744629,15.347621694100491,2.0,2.0,正确_SVO,正确_SVO,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,5,这所学校的管理很严格，老师要求学生们要大声地,把课文读了,读课文,svo,未运行,26.233287811279297,8.744429588317871,9.462215423583984,12.615545202468914,3.0,3.0,13.030134201049805,6.515067100524902,6.212215900421143,9.399254996986114,2.0,2.0,34.50001907348633,11.500006675720215,13.661454200744629,16.591002601251528,3.0,3.0,21.535511016845703,10.767755508422852,12.911454200744629,15.534587473506468,2.0,2.0,正确_SVO,正确_SVO,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,6,我平时不爱喝饮料，只,把白开水喝了,喝白开水,svo,未运行,22.520282745361328,7.506761074066162,8.682530403137207,10.82996697469356,3.0,3.0,6.145724773406982,3.072862386703491,0.9325300455093384,4.433203326631351,2.0,2.0,36.18705749511719,12.062353134155273,13.661454200744629,17.40229704809726,3.0,3.0,20.621868133544922,10.310934066772461,14.473954200744629,14.875533445065702,2.0,2.0,正确_SVO,正确_SVO,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,7,为了准备下个月的考试，他每天在图书馆,把单词背了,背单词,svo,未运行,16.492462158203125,4.123115539550781,7.299213409423828,5.948398341922135,4.0,4.0,9.361713409423828,9.361713409423828,9.361713409423828,13.506097509999467,1.0,1.0,31.475000381469727,7.868750095367432,13.660429954528809,11.352206740581153,4.0,4.0,18.785430908203125,18.785430908203125,18.785430908203125,27.101648012226907,1.0,1.0,错误_把字句,错误_把字句,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,8,每天晚上睡觉以前，我都去卫生间,把牙刷了,刷牙,svo,未运行,18.50004768371582,6.166682720184326,5.495222091674805,8.89664257914559,3.0,3.0,4.995222091674805,4.995222091674805,4.995222091674805,7.206582139798236,1.0,1.0,36.12025451660156,12.040084838867188,13.661454200744629,17.370170688916087,3.0,3.0,18.098953247070312,18.098953247070312,18.098953247070312,26.111270094829543,1.0,1.0,正确_SVO,正确_SVO,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,9,每个周末去公园的时候，奶奶总在湖边,把歌听了,听歌,svo,未运行,27.116973876953125,9.038991928100586,8.476569175720215,13.040508829306086,3.0,3.0,9.039069175720215,9.039069175720215,9.039069175720215,13.040620274063844,1.0,1.0,35.36542510986328,11.788475036621094,13.660429954528809,17.007174474976594,3.0,3.0,16.160430908203125,16.160430908203125,16.160430908203125,23.314573529893377,1.0,1.0,错误_把字句,错误_把字句,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,10,弟弟不开心的时候，喜欢在房间里,把吉他弹了,弹吉他,svo,未运行,25.07455825805664,6.26863956451416,5.7981414794921875,9.04373521284493,4.0,4.0,9.807502746582031,4.903751373291016,6.6731414794921875,7.074617787999393,2.0,2.0,36.67071533203125,9.167678833007812,13.662035942077637,13.226164788843091,4.0,4.0,22.448993682861328,11.224496841430664,15.099535942077637,16.193525929605855,2.0,2.0,正确_SVO,错误_把字句,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,11,每天早上吃早饭的时候，弟弟都会,把牛奶喝了,喝牛奶,svo,未运行,15.522567749023438,5.174189567565918,3.4929354190826416,7.46477762974676,3.0,3.0,6.165152549743652,3.082576274871826,3.3679354190826416,4.447217504919558,2.0,2.0,31.683643341064453,10.561214447021484,13.661454200744629,15.236611708482773,3.0,3.0,18.621868133544922,9.310934066772461,14.473954200744629,13.432838404176739,2.0,2.0,正确_SVO,正确_SVO,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,12,每天早上六点起床后，爷爷常常坐在院子里,把广播听了,听广播,svo,未运行,19.811918258666992,6.603972911834717,5.145279884338379,9.527518970068995,3.0,3.0,7.957952976226807,3.9789764881134033,6.020279884338379,5.740449647214991,2.0,2.0,37.70891571044922,12.569639205932617,13.660429954528809,18.134156148162475,3.0,3.0,19.019567489624023,9.509783744812012,12.504179954528809,13.719717848566765,2.0,2.0,正确_SVO,错误_把字句,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,13,每天下班回家后，爸爸总是习惯坐在沙发上打开手机,把新闻看了,看新闻,svo,未运行,18.049779891967773,6.0165934562683105,5.618514537811279,8.68010954240328,3.0,3.0,3.4908885955810547,1.7454442977905273,1.1810145378112793,2.518143832570313,2.0,2.0,34.02507019042969,11.341690063476562,13.661454200744629,16.36260000987727,3.0,3.0,17.175342559814453,8.587671279907227,12.098954200744629,12.389390768306733,2.0,2.0,正确_SVO,正确_SVO,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,14,每天晚上睡觉前，妹妹都会坐在书桌前安静地,把日记写了,写日记,svo,未运行,28.584976196289062,9.528326034545898,10.7791109085083,13.74646871801257,3.0,3.0,7.061110496520996,3.530555248260498,4.497860908508301,5.093514548249924,2.0,2.0,32.958045959472656,10.986015319824219,13.661454200744629,15.84946982104058,3.0,3.0,20.977123260498047,10.488561630249023,12.473954200744629,15.131795850018529,2.0,2.0,正确_SVO,正确_SVO,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,15,每个周末下午五点，邻居家的女儿都会在自己的房间里,把钢琴弹了,弹钢琴,svo,未运行,28.020479202270508,7.005119800567627,7.261786460876465,10.106251597112,4.0,4.0,4.067418575286865,2.0337092876434326,3.761786699295044,2.934022303893007,2.0,2.0,35.579795837402344,8.894948959350586,13.661454200744629,12.832698752615537,4.0,4.0,18.639184951782227,9.319592475891113,15.098954200744629,13.445329848074206,2.0,2.0,正确_SVO,正确_SVO,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,16,每次去超市，她习惯推着车子,把零食买了,买零食,svo,未运行,19.58110809326172,6.527036190032959,6.951625823974609,9.416522743063345,3.0,3.0,12.238521575927734,6.119260787963867,3.5141258239746094,8.828227192701762,2.0,2.0,31.983348846435547,10.661116600036621,13.661454200744629,15.38074004921184,3.0,3.0,23.670166015625,11.8350830078125,14.005204200744629,17.074415563880333,2.0,2.0,正确_SVO,正确_SVO,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,17,妈妈非常喜欢植物，每次去超市的时候，她都会顺便,把鲜花买了,买鲜花,svo,未运行,17.376977920532227,5.792325973510742,4.081456661224365,8.356559957196286,3.0,3.0,5.228851795196533,2.6144258975982666,0.83145672082901,3.771819277236696,2.0,2.0,35.72660446166992,11.908868789672852,13.661454200744629,17.180865945458375,3.0,3.0,24.732666015625,12.3663330078125,14.005204200744629,17.840847304352593,2.0,2.0,正确_SVO,正确_SVO,把字句,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,18,王老师平时不爱喝咖啡，他每天在办公室只,把绿茶喝了,喝绿茶,svo,未运行,24.88934326171875,8.29644775390625,8.107136726379395,11.969244031554926,3.0,3.0,2.306713342666626,1.153356671333313,0.29463669657707214,1.6639419501087727,2.0,2.0,35.415470123291016,11.805156707763672,13.661454200744629,17.031241039207732,3.0,3.0,22.63176727294922,11.31588363647461,14.473954200744629,16.32536920561849,2.0,2.0,正确_SVO,正确_SVO,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
svo_preferred,习惯性动作与泛指,19,为了学好汉语，他每天都坚持在练习本上,把汉字写了,写汉字,svo,未运行,24.607479095458984,8.202493667602539,10.237683296203613,11.83369693717331,3.0,3.0,9.401122093200684,4.700561046600342,7.237683296203613,6.781476111326149,2.0,2.0,33.951629638671875,11.31721019744873,13.660429954528809,16.32728302855729,3.0,3.0,21.54943084716797,10.774715423583984,12.472929954528809,15.54462850859444,2.0,2.0,正确_SVO,正确_SVO,SVO,是,InternLM2.5-7B-Base,internlm/internlm2_5-7b
