dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_ba,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
svo_preferred,习惯性动作与泛指,1,弟弟非常喜欢运动，每天下午都去操场,把足球踢了,踢足球,svo,未运行,25.427188873291016,2.5427188873291016,6.584357738494873,3.668367929124398,10.0,10.0,16.154979705810547,2.6924967765808105,6.584357738494873,3.8844517471826547,6.0,6.0,40.25605010986328,4.025605201721191,7.51518440246582,5.807720661099978,10.0,10.0,27.8673095703125,4.644551753997803,7.51518440246582,6.700671782644767,6.0,6.0,错误_把字句,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,2,老板每天到办公室以后，都会先在桌子前,把咖啡喝了,喝咖啡,svo,未运行,30.257102966308594,2.161221742630005,6.579170227050781,3.117983890353712,14.0,14.0,13.875877380371094,1.3875877857208252,6.579170227050781,2.001866017257532,10.0,10.0,38.5106086730957,2.750757932662964,7.118743896484375,3.968504828138835,14.0,14.0,25.775503158569336,2.5775504112243652,7.118743896484375,3.7186191959147004,10.0,10.0,正确_SVO,错误_把字句,SVO,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,3,她很喜欢阅读，她回家的第一件事就是坐在沙发上,把书看了,看书,svo,未运行,19.678203582763672,2.8111720085144043,6.513657569885254,4.055663915769598,7.0,7.0,8.788009643554688,2.9293365478515625,6.513657569885254,4.226139310680245,3.0,3.0,35.984214782714844,5.140602111816406,7.118743896484375,7.4163211739008625,7.0,7.0,25.032852172851562,8.344284057617188,7.118743896484375,12.038257229693155,3.0,3.0,错误_把字句,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,4,每天中午十二点，工厂的工人们都会准时去食堂,把午饭吃了,吃午饭,svo,未运行,24.909587860107422,1.7792563438415527,6.358969688415527,2.5669243037304366,14.0,14.0,11.536130905151367,1.1536130905151367,6.358969688415527,1.6643118847907787,10.0,10.0,43.31296920776367,3.0937836170196533,7.118743896484375,4.463386281857774,14.0,14.0,31.106475830078125,3.110647678375244,7.118743896484375,4.487715979544732,10.0,10.0,正确_SVO,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,5,这所学校的管理很严格，老师要求学生们要大声地,把课文读了,读课文,svo,未运行,24.919435501098633,2.0766196250915527,7.026891708374023,2.9959288349322817,12.0,12.0,15.103670120239258,1.8879587650299072,7.026891708374023,2.723748747711499,8.0,8.0,40.940399169921875,3.4117000102996826,7.118743896484375,4.922042685860178,12.0,12.0,30.462112426757812,3.8077640533447266,7.118743896484375,5.493442316635695,8.0,8.0,正确_SVO,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,6,我平时不爱喝饮料，只,把白开水喝了,喝白开水,svo,未运行,31.37411117553711,2.852191925048828,7.254231929779053,4.1148431459314905,11.0,11.0,20.201580047607422,2.8859400749206543,7.254231929779053,4.163531434390752,7.0,7.0,46.69252395629883,4.24477481842041,7.49508810043335,6.123915580225476,11.0,11.0,41.2659912109375,5.895142078399658,7.49508810043335,8.504892241843043,7.0,7.0,错误_把字句,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,7,为了准备下个月的考试，他每天在图书馆,把单词背了,背单词,svo,未运行,30.846250534057617,2.5705208778381348,6.188605308532715,3.708477722958622,12.0,12.0,18.38349151611328,2.29793643951416,6.188605308532715,3.31522150556512,8.0,8.0,42.201942443847656,3.5168285369873047,7.51518440246582,5.0737110899683735,12.0,12.0,32.69062042236328,4.08632755279541,7.51518440246582,5.895324495865872,8.0,8.0,正确_SVO,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,8,每天晚上睡觉以前，我都去卫生间,把牙刷了,刷牙,svo,未运行,20.9266414642334,1.9024219512939453,4.935941696166992,2.74461471481008,11.0,11.0,11.439407348632812,1.634201169013977,4.935941696166992,2.3576539223514117,7.0,7.0,35.25334167480469,3.2048492431640625,7.51518440246582,4.623620109909541,11.0,11.0,26.396940231323242,3.770991563796997,7.51518440246582,5.440390828324045,7.0,7.0,正确_SVO,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,9,每个周末去公园的时候，奶奶总在湖边,把歌听了,听歌,svo,未运行,29.714561462402344,3.3016178607940674,5.828227519989014,4.763227714678029,9.0,9.0,16.359745025634766,3.271949052810669,5.828227519989014,4.720424672531293,5.0,5.0,35.703041076660156,3.9670045375823975,7.51518440246582,5.7231777735541405,9.0,9.0,24.286691665649414,4.8573384284973145,7.51518440246582,7.0076580627124665,5.0,5.0,正确_SVO,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
svo_preferred,习惯性动作与泛指,10,弟弟不开心的时候，喜欢在房间里,把吉他弹了,弹吉他,svo,未运行,27.17127799987793,2.717127799987793,6.246686935424805,3.9199868025039284,10.0,10.0,15.665752410888672,2.6109588146209717,6.246686935424805,3.7668173338190023,6.0,6.0,38.836097717285156,3.8836097717285156,7.49508810043335,5.602864558420649,10.0,10.0,27.73805046081543,4.623008728027344,7.49508810043335,6.669591765911443,6.0,6.0,正确_SVO,错误_把字句,把字句,是,Llama-2-7B-Base,meta-llama/Llama-2-7b-hf
