dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_svo,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
ba_preferred,物理状态改变,1,那个苹果坏了，我,把它扔了,扔了它,ba,未运行,10.173532485961914,1.6955888271331787,4.212619304656982,2.446217592291771,6.0,6.0,11.695123672485352,2.923780918121338,4.337619304656982,4.218124231219434,4.0,4.0,28.281091690063477,4.713515281677246,11.674482345581055,6.8001651220301085,6.0,6.0,28.63713836669922,7.159284591674805,11.338544845581055,10.328664376722008,4.0,4.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,2,这杯牛奶太凉了，弟弟刚才,把它加热了,加热了它,ba,未运行,18.77618980407715,2.3470237255096436,3.7512123584747314,3.3860394896415027,8.0,8.0,21.329269409179688,3.5548782348632812,6.251212120056152,5.128605200401368,6.0,6.0,37.903724670410156,4.7379655838012695,11.674482345581055,6.835439451652674,8.0,8.0,38.0026969909668,6.333783149719238,14.111982345581055,9.137717540166024,6.0,6.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,3,衬衫上有一块咖啡渍，我昨天,把它洗干净了,洗干净了它,ba,未运行,20.608009338378906,2.0608010292053223,4.443272113800049,2.9731074250933904,10.0,10.0,27.475711822509766,3.4344639778137207,7.568272113800049,4.954884148903638,8.0,8.0,38.27281188964844,3.8272812366485596,11.674482345581055,5.521599660200256,10.0,10.0,43.53678512573242,5.442098140716553,14.838544845581055,7.851287999642819,8.0,8.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,4,这块蛋糕太甜了，但我还是,把它吃完了,吃完了它,ba,未运行,12.191974639892578,1.7417107820510864,4.120234966278076,2.5127575079279407,7.0,7.0,13.219566345214844,2.6439132690429688,3.370234966278076,3.8143605617888188,5.0,5.0,30.723800659179688,4.3891143798828125,11.674482345581055,6.3321535497513715,7.0,7.0,27.348989486694336,5.4697980880737305,11.244794845581055,7.891250576327905,5.0,5.0,正确_把字句,错误_SVO,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,5,刚才有一只蚊子，我一巴掌,把它打死了,打死了它,ba,未运行,15.542668342590332,1.9428335428237915,3.803208351135254,2.8029163175046197,8.0,8.0,15.86324691772461,2.6438746452331543,4.678208351135254,3.8143048394099393,6.0,6.0,32.3149299621582,4.039366245269775,11.674482345581055,5.827573650384977,8.0,8.0,30.994476318359375,5.165746212005615,11.338544845581055,7.4525964425514495,6.0,6.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,6,桌子上的那张废纸，我,把它撕了,撕了它,ba,未运行,11.897714614868164,1.9829524755477905,3.4209647178649902,2.860795702791291,6.0,6.0,12.811386108398438,3.2028465270996094,7.10846471786499,4.620730801375045,4.0,4.0,28.961673736572266,4.826945781707764,11.674482345581055,6.9638107419096915,6.0,6.0,36.65961837768555,9.164904594421387,14.854169845581055,13.222162408592212,4.0,4.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,7,这个旧手机没用了，我准备,把它卖了,卖了它,ba,未运行,16.59988784790039,2.766648054122925,4.718238353729248,3.991429427568244,6.0,6.0,15.803295135498047,3.9508237838745117,5.343238353729248,5.699833880421928,4.0,4.0,30.906414031982422,5.151069164276123,11.674482345581055,7.43142193857722,6.0,6.0,34.10443878173828,8.52610969543457,11.486982345581055,12.300576175678765,4.0,4.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,8,这封信是写给你的，我,把它拆开了,拆开了它,ba,未运行,16.565237045288086,2.366462469100952,4.721053123474121,3.4140836686217955,7.0,7.0,17.595401763916016,3.519080400466919,5.846053123474121,5.076959842243172,5.0,5.0,33.97266387939453,4.853238105773926,11.674482345581055,7.001742547453389,7.0,7.0,34.91692352294922,6.983384609222412,13.432294845581055,10.074894344345486,5.0,5.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,9,那个花瓶快掉下来了，幸好我,把它抓住了,抓住了它,ba,未运行,14.093801498413086,1.7617251873016357,4.916644096374512,2.54163219112925,8.0,8.0,13.96402359008789,2.3273372650146484,4.916644096374512,3.3576379307127167,6.0,6.0,30.370777130126953,3.796347141265869,11.674482345581055,5.4769711941972625,8.0,8.0,31.801990509033203,5.300332069396973,11.674482345581055,7.6467627915837495,6.0,6.0,正确_把字句,错误_SVO,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,10,这首曲子太吵了，我,把它关了,关了它,ba,未运行,15.778844833374023,3.155769109725952,4.800362586975098,4.5528124447922105,5.0,5.0,17.871070861816406,5.957023620605469,8.800362586975098,8.594168435905928,3.0,3.0,28.754404067993164,5.750880718231201,11.674482345581055,8.296767092936115,5.0,5.0,31.18539047241211,10.395130157470703,12.133466720581055,14.997002727578293,3.0,3.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
ba_preferred,物理状态改变,11,我的旧电脑太慢了，昨天我,把它换了,换了它,ba,未运行,12.889863967895508,2.148310661315918,4.17814826965332,3.0993571373693642,6.0,6.0,15.367234230041504,3.841808557510376,7.24064826965332,5.542558153965001,4.0,4.0,28.21005630493164,4.701676368713379,11.674482345581055,6.783085181007621,6.0,6.0,31.910472869873047,7.977618217468262,14.440107345581055,11.509270240446913,4.0,4.0,正确_把字句,正确_把字句,把字句,是,Pythia-1.4B-Base,EleutherAI/pythia-1.4b
