dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_ba,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
svo_preferred,习惯性动作与泛指,1,弟弟非常喜欢运动，每天下午都去操场,把足球踢了,踢足球,svo,未运行,15.870952606201172,3.967738151550293,9.35763168334961,5.72423615478755,4.0,4.0,3.234405994415283,1.6172029972076416,2.8576316833496094,2.333130744182233,2.0,2.0,19.097604751586914,6.36586856842041,10.152700424194336,9.184007014611051,4.0,3.0,8.80913257598877,8.80913257598877,8.80913257598877,12.708891881912418,2.0,1.0,正确_SVO,正确_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,2,老板每天到办公室以后，都会先在桌子前,把咖啡喝了,喝咖啡,svo,未运行,14.092906951904297,4.697635650634766,5.749337196350098,6.777255657073976,3.0,3.0,5.912967205047607,2.9564836025238037,2.9359121322631836,4.265304231830629,2.0,2.0,22.71331024169922,11.35665512084961,12.985219955444336,16.384190023935982,3.0,2.0,10.776362419128418,10.776362419128418,10.776362419128418,15.547004620898763,2.0,1.0,正确_SVO,正确_SVO,SVO,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,3,她很喜欢阅读，她回家的第一件事就是坐在沙发上,把书看了,看书,svo,未运行,14.104201316833496,4.7014007568359375,7.973884105682373,6.782687557118827,3.0,3.0,4.804130554199219,4.804130554199219,4.804130554199219,6.93089532632636,1.0,1.0,20.213993072509766,10.106996536254883,10.199575424194336,14.581313781136851,3.0,2.0,,,,,1.0,0.0,错误_把字句,正确_SVO,把字句,否,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,4,每天中午十二点，工厂的工人们都会准时去食堂,把午饭吃了,吃午饭,svo,未运行,17.144441604614258,5.714814186096191,10.146931648254395,8.244734085882873,3.0,3.0,2.585155725479126,1.292577862739563,2.2719318866729736,1.8647956725372228,2.0,2.0,22.560163497924805,11.280081748962402,19.027700424194336,16.273718000050163,3.0,2.0,14.71529483795166,14.71529483795166,14.71529483795166,21.229682887931823,2.0,1.0,正确_SVO,正确_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,5,这所学校的管理很严格，老师要求学生们要大声地,把课文读了,读课文,svo,未运行,16.452463150024414,4.1131157875061035,6.146308422088623,5.933971749237159,4.0,4.0,3.5150156021118164,1.7575078010559082,1.805623173713684,2.5355477889070257,2.0,2.0,22.945920944213867,7.6486406326293945,12.703481674194336,11.034655910236252,4.0,3.0,12.77314567565918,12.77314567565918,12.77314567565918,18.427753922825808,2.0,1.0,正确_SVO,正确_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,6,我平时不爱喝饮料，只,把白开水喝了,喝白开水,svo,未运行,20.786161422729492,5.196540355682373,8.69884204864502,7.49702300092233,4.0,4.0,2.009533405303955,0.6698445081710815,1.32384192943573,0.966381350105126,3.0,3.0,20.273427963256836,6.757809638977051,6.465199947357178,9.749458453423827,4.0,3.0,5.289586544036865,2.6447932720184326,4.307612419128418,3.815630137717488,3.0,2.0,正确_SVO,正确_SVO,SVO,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,7,为了准备下个月的考试，他每天在图书馆,把单词背了,背单词,svo,未运行,19.505414962768555,4.876353740692139,9.888714790344238,7.035091359316895,4.0,4.0,9.536844253540039,4.7684221267700195,9.140067100524902,6.879378955156311,2.0,2.0,24.461292266845703,8.153764724731445,8.777700424194336,11.76339593294542,4.0,3.0,10.55107307434082,10.55107307434082,10.55107307434082,15.221980800408572,2.0,1.0,正确_SVO,正确_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,8,每天晚上睡觉以前，我都去卫生间,把牙刷了,刷牙,svo,未运行,9.903860092163086,2.4759650230407715,3.445380210876465,3.572062460155449,4.0,4.0,3.831010580062866,1.915505290031433,3.695380210876465,2.763489982724924,2.0,2.0,19.61272430419922,6.537574768066406,10.043325424194336,9.43172669733022,4.0,3.0,5.450751781463623,5.450751781463623,5.450751781463623,7.863772564234252,2.0,1.0,正确_SVO,错误_把字句,SVO,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,9,每个周末去公园的时候，奶奶总在湖边,把歌听了,听歌,svo,未运行,27.54022979736328,9.180076599121094,6.600185394287109,13.244050984532823,3.0,3.0,11.186113357543945,5.593056678771973,6.999897003173828,8.069075133875222,2.0,2.0,22.331106185913086,11.165553092956543,11.269887924194336,16.10848807599083,3.0,2.0,10.012359619140625,10.012359619140625,10.012359619140625,14.44478157013109,2.0,1.0,正确_SVO,错误_把字句,SVO,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
svo_preferred,习惯性动作与泛指,10,弟弟不开心的时候，喜欢在房间里,把吉他弹了,弹吉他,svo,未运行,15.082666397094727,3.7706665992736816,4.6136016845703125,5.439922003617793,4.0,4.0,5.1616644859313965,2.5808322429656982,4.5511016845703125,3.7233538782929534,2.0,2.0,23.312557220458984,7.770852565765381,15.183950424194336,11.210970460108992,4.0,3.0,13.289329528808594,13.289329528808594,13.289329528808594,19.172449807951423,2.0,1.0,正确_SVO,正确_SVO,把字句,是,Qwen2.5-14B-Base,Qwen/Qwen2.5-14B
