dataset,type,example_id,context,ba_sent,svo_sent,gold,macbert_miss_svo,ctx_ba_sum_surp,ctx_ba_mean_surp,ctx_ba_first_token_surp,ctx_ba_bits_per_token,ctx_ba_cont_token_count,ctx_ba_scored_token_count,ctx_svo_sum_surp,ctx_svo_mean_surp,ctx_svo_first_token_surp,ctx_svo_bits_per_token,ctx_svo_cont_token_count,ctx_svo_scored_token_count,noctx_ba_sum_surp,noctx_ba_mean_surp,noctx_ba_first_token_surp,noctx_ba_bits_per_token,noctx_ba_cont_token_count,noctx_ba_scored_token_count,noctx_svo_sum_surp,noctx_svo_mean_surp,noctx_svo_first_token_surp,noctx_svo_bits_per_token,noctx_svo_cont_token_count,noctx_svo_scored_token_count,ctx_prefer_mean,ctx_prefer_first_token,noctx_prefer_mean,context_helped_mean,model,model_id
ba_preferred,物理状态改变,1,那个苹果坏了，我,把它扔了,扔了它,ba,未运行,5.138610363006592,1.7128701210021973,2.7799675464630127,2.4711492292567487,3.0,3.0,8.898826599121094,2.966275691986084,4.279967308044434,4.279431230737802,3.0,3.0,14.43069839477539,7.215349197387695,11.870664596557617,10.40954850535339,3.0,2.0,17.56296157836914,8.78148078918457,9.683956146240234,12.66899878621828,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,2,这杯牛奶太凉了，弟弟刚才,把它加热了,加热了它,ba,未运行,11.532991409301758,3.8443305492401123,6.147312164306641,5.546196618926655,3.0,3.0,15.953444480895996,5.317814826965332,9.27231216430664,7.671985079228686,3.0,3.0,15.862428665161133,7.931214332580566,10.917539596557617,11.442323585841454,3.0,2.0,18.38115692138672,9.19057846069336,10.292739868164062,13.259201968143232,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,3,衬衫上有一块咖啡渍，我昨天,把它洗干净了,洗干净了它,ba,未运行,6.8123860359191895,2.2707953453063965,4.331488609313965,3.2760651835472796,3.0,3.0,10.937423706054688,3.645807981491089,5.706488609313965,5.259789094930595,3.0,3.0,12.902850151062012,6.451425075531006,11.331602096557617,9.307438963135288,3.0,2.0,17.582202911376953,8.791101455688477,9.664819717407227,12.682878474073513,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,4,这块蛋糕太甜了，但我还是,把它吃完了,吃完了它,ba,未运行,7.332779884338379,2.4442601203918457,4.456743240356445,3.5263219543319764,3.0,3.0,10.483776092529297,3.4945921897888184,3.8317432403564453,5.041630822137631,3.0,3.0,14.111235618591309,7.055617809295654,10.870664596557617,10.179104823878692,3.0,2.0,18.272823333740234,9.136411666870117,10.376129150390625,13.181055803313587,3.0,2.0,正确_把字句,错误_SVO,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,5,刚才有一只蚊子，我一巴掌,把它打死了,打死了它,ba,未运行,5.378765106201172,1.792921781539917,3.2120773792266846,2.5866393629294437,3.0,3.0,5.391462802886963,1.7971543073654175,1.4620773792266846,2.592745606948328,3.0,3.0,20.81561851501465,10.407809257507324,13.151914596557617,15.015294802324062,3.0,2.0,17.327686309814453,8.663843154907227,10.703832626342773,12.499283554624448,3.0,2.0,正确_把字句,错误_SVO,SVO,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,6,桌子上的那张废纸，我,把它撕了,撕了它,ba,未运行,8.803466796875,2.9344890117645264,3.3473172187805176,4.233572744815837,3.0,3.0,11.678254127502441,3.892751455307007,6.097317218780518,5.616053219984714,3.0,3.0,15.398186683654785,7.699093341827393,12.244688034057617,11.107443783595617,3.0,2.0,19.200580596923828,9.600290298461914,10.23301887512207,13.85029120468543,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,7,这个旧手机没用了，我准备,把它卖了,卖了它,ba,未运行,5.27639102935791,1.7587970495224,2.332643985748291,2.537407781276107,3.0,3.0,7.931225299835205,2.6437418460845947,3.082643985748291,3.8141132507368782,3.0,3.0,12.230527877807617,6.115263938903809,11.167539596557617,8.822460958383633,3.0,2.0,18.52925682067871,9.264628410339355,9.896434783935547,13.366033463275588,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,8,这封信是写给你的，我,把它拆开了,拆开了它,ba,未运行,14.825974464416504,4.941991806030273,7.954763412475586,7.129787070673768,3.0,3.0,14.85509967803955,4.951700210571289,9.579763412475586,7.143793337760035,3.0,3.0,16.25889778137207,8.129448890686035,12.284727096557617,11.728315599753028,3.0,2.0,17.508068084716797,8.754034042358398,9.876729965209961,12.629401500683628,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,9,那个花瓶快掉下来了，幸好我,把它抓住了,抓住了它,ba,未运行,7.364457130432129,2.4548192024230957,3.97532320022583,3.541555489614801,3.0,3.0,4.749007701873779,1.5830025672912598,3.47532320022583,2.283789953545598,3.0,3.0,13.07574462890625,6.537872314453125,11.253477096557617,9.432155966026773,3.0,2.0,17.333921432495117,8.666960716247559,10.380889892578125,12.503781244909812,3.0,2.0,错误_SVO,错误_SVO,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
ba_preferred,物理状态改变,10,这首曲子太吵了，我,把它关了,关了它,ba,未运行,10.260916709899902,3.4203057289123535,5.587827205657959,4.934458113425964,3.0,3.0,11.341545104980469,3.780515193939209,5.962827205657959,5.454130522301475,3.0,3.0,15.435480117797852,7.717740058898926,11.862852096557617,11.134345309843576,3.0,2.0,19.085094451904297,9.542547225952148,11.131834983825684,13.7669855603299,3.0,2.0,正确_把字句,正确_把字句,把字句,是,Qwen3-4B-Base,Qwen/Qwen3-4B-Base
